"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","aesfdrk","happy","health","gndr","yrbrn","age","agea","edufld","edulvla","edulvlb","emplrel","isco08","iscoco","pdjobev","wkhtot","edlves","edlvaes","edlvdes","edlvees","edlvges","edlvhes","impdiff","impenv","impfree","impfun","imprich","impsafe","imptrad","ipadvnt","ipbhprp","ipcrtiv","ipeqopt","ipfrule","ipgdtim","iphlppl","iplylfr","ipmodst","iprspot","ipshabt","ipstrgv","ipsuces","ipudrst","regiones","regioaes"
"ESS5e03_5",5,"3.5","23.11.2023",486,"ES",0.9722024,1.1959641,2.0751612,2.4818182,,,,1,7,1,1,1992,,19,,,213,6,,66666,2,666,,,9,,,,2,2,4,2,5,5,2,1,2,2,1,5,4,2,2,5,4,1,2,2,4,,
"ESS5e03_5",5,"3.5","23.11.2023",487,"ES",0.8389706,0.79593474,2.0751612,1.6516929,,,,1,5,3,1,1982,,29,,,213,1,,5220,6,40,,,7,,,,2,2,2,2,5,2,2,2,2,3,5,5,2,2,2,2,5,2,2,5,5,,
"ESS5e03_5",5,"3.5","23.11.2023",488,"ES",0.9329895,1.0124394,2.0751612,2.1009748,,,,3,8,3,2,1971,,40,,,213,1,,9320,6,48,,,8,,,,5,3,3,4,6,3,3,6,2,5,2,2,5,1,1,1,4,6,2,6,3,,
"ESS5e03_5",5,"3.5","23.11.2023",489,"ES",0.8976904,0.74721485,2.0751612,1.5505912,,,,2,9,1,1,1955,,56,,,720,1,,6112,6,35,,,24,,,,2,2,2,3,4,3,2,3,2,2,2,3,3,3,2,2,3,3,2,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",490,"ES",0.96699876,0.94364804,2.0751612,1.9582218,,,,2,9,1,1,1991,,20,,,213,6,,66666,2,666,,,10,,,,2,4,1,3,3,2,3,2,2,1,1,3,2,2,2,4,3,3,2,2,2,,
"ESS5e03_5",5,"3.5","23.11.2023",491,"ES",0.83669114,0.7463778,2.0751612,1.5488544,,,,2,8,2,1,1952,,59,,,213,1,,7122,6,45,,,9,,,,3,2,3,3,3,1,3,3,2,2,1,3,3,2,3,2,4,4,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",492,"ES",0.8990071,0.8813997,2.0751612,1.8290465,,,,3,6,4,2,1949,,62,,,113,1,,5220,1,40,,,2,,,,3,3,3,3,2,2,3,2,3,4,2,3,3,3,3,3,3,2,3,4,3,,
"ESS5e03_5",5,"3.5","23.11.2023",496,"ES",0.9174974,0.821531,2.0751612,1.7048093,,,,2,10,2,1,1948,,63,,,421,1,,7214,1,40,,,19,,,,3,2,2,3,3,1,2,5,2,5,1,2,3,2,1,5,4,4,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",497,"ES",0.8462627,0.79260737,2.0751612,1.644788,,,,3,4,4,2,1952,,59,,,0,6,,66666,2,666,,,1,,,,2,2,4,3,5,2,2,5,2,4,1,2,5,1,2,2,4,4,2,4,3,,
"ESS5e03_5",5,"3.5","23.11.2023",499,"ES",0.87583435,0.9884543,2.0751612,2.051202,,,,3,10,2,1,1963,,48,,,129,1,,5220,6,60,,,6,,,,6,2,5,5,5,1,1,6,5,1,1,1,5,1,1,6,4,2,1,2,6,,
"ESS5e03_5",5,"3.5","23.11.2023",500,"ES",0.87695867,1.1089821,2.0751612,2.3013165,,,,2,8,3,2,1983,,28,,,620,1,,3226,6,20,,,23,,,,3,2,2,4,5,3,4,5,3,4,2,4,4,2,2,3,3,2,4,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",502,"ES",0.8729994,0.9794086,2.0751612,2.032431,,,,1,9,3,2,1977,,34,,,129,1,,5123,6,888,,,6,,,,1,3,1,1,5,5,6,1,3,1,1,2,1,1,2,1,4,5,1,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",503,"ES",0.8816999,1.080358,2.0751612,2.2419171,,,,2,10,2,2,1984,,27,,,222,1,,9320,1,45,,,12,,,,2,3,1,2,5,2,4,4,5,2,1,5,2,2,1,3,5,3,2,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",504,"ES",0.8813399,1.008655,2.0751612,2.0931215,,,,2,8,2,1,1934,,77,,,620,1,,2411,1,40,,,23,,,,5,2,2,3,3,1,1,5,2,3,2,6,2,2,2,1,3,2,2,1,3,,
"ESS5e03_5",5,"3.5","23.11.2023",506,"ES",1.0028491,0.78638107,2.0751612,1.6318675,,,,2,7,1,1,1963,,48,,,0,2,,1315,6,70,,,1,,,,3,2,2,3,3,2,3,2,3,4,2,3,4,1,2,2,2,4,2,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",507,"ES",0.90089005,0.8946628,2.0751612,1.8565695,,,,2,8,2,1,1977,,34,,,222,1,,7136,6,55,,,12,,,,2,1,3,1,4,3,2,2,2,4,2,4,1,1,1,2,3,3,2,2,3,,
"ESS5e03_5",5,"3.5","23.11.2023",509,"ES",0.9178308,1.2554272,2.0751612,2.6052139,,,,2,5,4,1,1935,,76,,,113,1,,7122,1,46,,,4,,,,6,5,1,5,4,5,6,5,5,5,5,5,6,2,5,6,5,6,5,5,6,,
"ESS5e03_5",5,"3.5","23.11.2023",510,"ES",1.1693145,0.74835515,2.0751612,1.5529575,,,,2,8,2,2,1957,,54,,,313,1,,4121,6,40,,,14,,,,4,1,3,6,5,1,1,6,1,2,1,2,3,1,1,1,3,3,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",511,"ES",0.89933574,0.8271551,2.0751612,1.7164803,,,,2,10,2,2,1981,,30,,,720,1,,2212,6,70,,,24,,,,1,3,4,3,5,2,3,3,4,2,2,4,2,1,1,4,5,3,1,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",512,"ES",0.9010558,0.88340825,2.0751612,1.8332145,,,,2,6,4,2,1939,,72,,,113,1,,4121,1,777,,,2,,,,3,1,3,4,5,3,1,5,2,3,1,4,5,2,1,1,4,1,2,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",513,"ES",0.85573804,1.0603362,2.0751612,2.2003686,,,,3,8,2,2,1968,,43,,,720,2,,1319,6,50,,,24,,,,2,1,1,2,5,1,2,5,2,1,2,3,2,1,1,2,3,3,1,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",514,"ES",0.88139504,0.7161138,2.0751612,1.4860516,,,,2,8,2,2,1978,,33,,,313,1,,9131,1,40,,,13,,,,2,1,2,2,4,2,2,5,2,2,2,2,2,2,1,2,4,3,2,5,2,,
"ESS5e03_5",5,"3.5","23.11.2023",518,"ES",0.8590458,1.1096998,2.0751612,2.3028061,,,,2,5,3,1,1984,,27,,,620,1,,3118,6,45,,,23,,,,2,2,1,3,4,2,3,3,3,3,1,1,2,1,1,2,4,3,2,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",519,"ES",1.3429407,1.2656523,2.0751612,2.6264327,,,,2,8,2,2,1995,,16,,,213,6,,66666,2,666,,,9,,,,4,1,4,3,4,2,3,4,3,2,1,3,3,1,1,1,4,4,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",521,"ES",0.981669,1.0350945,2.0751612,2.147988,,,,2,8,2,2,1964,,47,,,421,1,,5132,6,15,,,18,,,,2,2,3,3,5,2,2,4,2,4,2,2,2,2,2,3,3,3,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",522,"ES",0.8249548,1.0578175,2.0751612,2.1951418,,,,2,7,2,1,1983,,28,,,213,1,,8323,6,50,,,9,,,,3,4,3,1,3,1,5,3,2,2,2,2,1,2,1,4,2,4,1,5,3,,
"ESS5e03_5",5,"3.5","23.11.2023",523,"ES",0.8627495,1.0731516,2.0751612,2.2269626,,,,3,9,4,2,1928,,83,,,113,6,,66666,2,666,,,2,,,,5,2,3,5,5,1,1,6,2,3,1,1,5,2,2,1,4,5,2,5,3,,
"ESS5e03_5",5,"3.5","23.11.2023",524,"ES",0.9819519,1.0353928,2.0751612,2.148607,,,,3,2,2,2,1963,,48,,,421,6,,66666,2,666,,,19,,,,3,1,2,2,1,3,1,5,2,3,1,1,2,2,2,2,1,3,1,1,5,,
"ESS5e03_5",5,"3.5","23.11.2023",525,"ES",0.78336114,0.8787073,2.0751612,1.8234593,,,,2,9,2,1,1993,,18,,,213,6,,66666,2,666,,,9,,,,2,2,1,2,5,3,5,2,4,2,2,3,2,2,3,3,4,5,3,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",526,"ES",1.0156403,1.2009498,2.0751612,2.4921644,,,,1,7,3,1,1949,,62,,,213,2,,5220,1,55,,,7,,,,6,2,1,3,5,1,1,6,1,2,1,3,5,1,1,2,6,6,1,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",527,"ES",0.77329767,0.46269205,2.0751612,0.9601606,,,,2,8,1,1,1962,,49,,,421,2,,7313,6,40,,,19,,,,3,1,2,1,4,1,4,3,2,3,1,3,2,2,1,4,4,2,2,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",530,"ES",0.7904951,0.450657,2.0751612,0.93518597,,,,2,8,2,1,1984,,27,,,421,1,,7137,1,40,,,19,,,,3,2,2,2,5,4,3,3,4,1,1,4,2,1,3,3,6,3,4,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",531,"ES",1.0403122,1.3434746,2.0751612,2.7879264,,,,2,9,2,1,1989,,22,,,313,1,,4121,1,42,,,15,,,,3,1,2,3,6,5,4,4,5,3,2,5,5,1,2,1,6,5,5,5,3,,
"ESS5e03_5",5,"3.5","23.11.2023",533,"ES",1.0278482,1.0474516,2.0751612,2.173631,,,,1,8,3,2,1976,,35,,,213,1,,4121,6,39,,,10,,,,5,2,1,4,6,2,4,5,2,5,2,3,5,1,1,2,3,5,5,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",535,"ES",0.9819519,0.797814,2.0751612,1.6555927,,,,2,9,1,2,1979,,32,,,313,1,,4121,1,45,,,14,,,,1,1,1,4,3,2,5,4,2,5,8,6,2,1,1,2,1,8,6,6,1,,
"ESS5e03_5",5,"3.5","23.11.2023",537,"ES",0.8801277,1.527367,2.0751612,3.1695328,,,,1,8,2,2,1955,,56,,,313,1,,4121,6,50,,,13,,,,1,3,1,2,6,3,5,3,2,1,2,2,3,1,1,1,5,6,3,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",538,"ES",0.89934045,0.7485883,2.0751612,1.5534414,,,,3,7,2,1,1947,,64,,,620,1,,2331,1,35,,,23,,,,5,2,3,3,5,2,4,5,2,3,1,2,4,2,2,2,2,3,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",541,"ES",0.95979095,0.88275826,2.0751612,1.8318657,,,,2,8,1,2,1980,,31,,,620,1,,2230,6,50,,,23,,,,3,2,2,3,4,1,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",542,"ES",0.8608599,1.0237055,2.0751612,2.124354,,,,3,8,2,1,1944,,67,,,313,1,,4122,1,35,,,13,,,,2,2,1,5,5,2,5,5,1,2,1,5,5,2,2,1,3,5,1,5,2,,
"ESS5e03_5",5,"3.5","23.11.2023",543,"ES",0.9090651,0.851428,2.0751612,1.7668504,,,,3,2,4,2,1931,,80,,,0,6,,66666,2,666,,,0,,,,6,3,8,6,5,2,1,6,3,5,2,2,6,2,2,2,4,6,1,6,2,,
"ESS5e03_5",5,"3.5","23.11.2023",544,"ES",1.0278482,1.2206386,2.0751612,2.533022,,,,4,9,1,2,1983,,28,,,520,1,,3471,6,40,,,20,,,,1,1,1,1,5,1,1,1,1,2,1,2,3,1,1,2,3,3,1,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",545,"ES",0.883221,0.9967907,2.0751612,2.0685015,,,,3,9,2,1,1960,,51,,,0,1,,6112,6,40,,,0,,,,1,2,2,2,2,2,1,5,2,5,2,2,4,2,2,2,5,2,8,5,5,,
"ESS5e03_5",5,"3.5","23.11.2023",546,"ES",1.0417914,1.2652153,2.0751612,2.6255257,,,,3,9,4,2,1943,,68,,,113,1,,9320,1,40,,,2,,,,3,1,4,3,5,1,2,6,2,3,1,4,3,1,1,1,4,4,2,5,5,,
"ESS5e03_5",5,"3.5","23.11.2023",548,"ES",0.8820853,1.1367551,2.0751612,2.3589501,,,,3,6,3,1,1935,,76,,,313,1,,9141,1,40,,,13,,,,1,1,1,5,4,2,1,2,2,1,1,1,5,1,2,1,2,2,2,5,4,,
"ESS5e03_5",5,"3.5","23.11.2023",552,"ES",0.9109594,0.85320216,2.0751612,1.770532,,,,2,7,4,2,1947,,64,,,0,6,,66666,2,666,,,1,,,,3,2,2,4,5,1,2,5,2,2,1,2,3,1,2,2,2,2,1,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",557,"ES",0.8981461,0.8805555,2.0751612,1.8272946,,,,2,2,5,2,1954,,57,,,113,2,,7433,1,888,,,2,,,,4,2,4,3,4,3,3,5,4,2,3,4,4,2,5,2,4,3,3,3,4,,
"ESS5e03_5",5,"3.5","23.11.2023",559,"ES",0.92401063,0.696678,2.0751612,1.4457191,,,,2,6,2,2,1957,,54,,,129,1,,5220,1,888,,,6,,,,3,3,3,5,3,2,1,4,1,4,2,1,4,2,3,4,3,4,1,2,3,,
"ESS5e03_5",5,"3.5","23.11.2023",560,"ES",0.84038734,0.65228003,2.0751612,1.3535862,,,,1,6,2,2,1980,,31,,,313,1,,9132,6,8,,,13,,,,3,3,2,4,5,3,3,4,3,2,2,3,4,2,2,3,3,5,2,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",561,"ES",0.8608599,1.0258515,2.0751612,2.1288073,,,,1,8,2,1,1985,,26,,,313,1,,5220,1,14,,,15,,,,3,3,3,2,5,4,3,5,4,5,1,5,2,2,2,2,5,4,5,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",562,"ES",0.84137064,0.7392573,2.0751612,1.534078,,,,3,5,1,2,1987,,24,,,620,1,,5111,6,888,,,23,,,,2,1,3,4,4,2,2,4,2,2,1,2,3,1,1,3,2,5,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",565,"ES",1.0196589,1.0598485,2.0751612,2.1993566,,,,1,9,3,1,1970,,41,,,213,1,,4131,6,40,,,8,,,,3,1,3,2,4,2,3,4,2,2,1,2,3,1,1,2,3,3,1,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",566,"ES",1.0346478,1.3283828,2.0751612,2.7566085,,,,2,6,4,1,1937,,74,,,113,1,,9141,1,40,,,5,,,,5,1,2,2,5,3,3,5,2,2,1,3,3,1,3,2,3,1,3,5,4,,
"ESS5e03_5",5,"3.5","23.11.2023",567,"ES",1.0137004,1.2747697,2.0751612,2.6453526,,,,1,9,1,1,1989,,22,,,213,1,,4222,6,35,,,9,,,,3,3,2,3,4,3,3,2,1,2,2,1,3,2,2,1,2,4,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",569,"ES",3.3119876,1.650078,2.0751612,3.424178,,,,1,10,3,1,1964,,47,,,213,1,,7212,6,40,,,8,,,,5,2,2,5,1,2,6,6,1,3,2,5,5,6,3,3,6,5,1,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",570,"ES",1.0114212,1.1178361,2.0751612,2.3196902,,,,2,7,2,1,1959,,52,,,620,1,,3450,1,40,,,23,,,,2,2,2,2,5,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,,
"ESS5e03_5",5,"3.5","23.11.2023",572,"ES",0.96699876,0.7499537,2.0751612,1.5562748,,,,2,7,2,2,1958,,53,,,213,6,,66666,2,666,,,7,,,,3,1,1,4,4,3,4,5,2,2,1,4,2,2,1,2,3,4,1,5,2,,
"ESS5e03_5",5,"3.5","23.11.2023",573,"ES",0.8816999,1.243608,2.0751612,2.580687,,,,1,8,2,1,1988,,23,,,322,1,,5220,6,36,,,16,,,,3,2,2,3,4,1,4,3,3,2,1,4,4,2,2,3,5,4,1,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",574,"ES",0.84355617,1.3277457,2.0751612,2.7552862,,,,2,7,2,2,1992,,19,,,313,6,,66666,2,666,,,15,,,,2,3,1,2,5,2,2,4,4,3,2,3,3,1,2,2,5,3,3,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",575,"ES",1.1734879,0.5846479,2.0751612,1.2132386,,,,1,8,1,1,1969,,42,,,213,2,,6121,6,50,,,8,,,,3,1,1,3,5,2,4,4,4,1,1,3,2,1,1,1,5,6,2,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",576,"ES",1.0434769,1.1323355,2.0751612,2.349779,,,,1,9,1,2,1974,,37,,,0,1,,9132,1,20,,,1,,,,3,1,5,3,1,2,1,5,2,5,5,2,2,1,2,2,2,2,5,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",577,"ES",0.9090651,0.851428,2.0751612,1.7668504,,,,2,8,2,2,1926,,85,,,0,6,,66666,2,666,,,1,,,,2,3,1,4,6,1,2,5,1,1,1,2,2,2,2,1,2,2,2,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",580,"ES",0.87610483,1.0513514,2.0751612,2.1817236,,,,2,9,1,1,1968,,43,,,720,1,,4121,6,31,,,24,,,,3,2,2,2,6,2,2,4,2,3,1,5,4,2,2,1,3,2,1,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",581,"ES",0.9253045,0.935251,2.0751612,1.9407966,,,,3,9,2,2,1994,,17,,,213,6,,66666,2,666,,,9,,,,1,3,3,2,3,2,3,2,3,3,3,3,4,3,1,2,2,1,3,2,1,,
"ESS5e03_5",5,"3.5","23.11.2023",582,"ES",1.0020151,0.7810648,2.0751612,1.6208354,,,,2,8,1,2,1981,,30,,,222,6,,66666,2,666,,,12,,,,2,1,2,2,3,2,3,2,2,2,2,2,2,1,1,4,3,2,2,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",584,"ES",0.9202884,0.8619396,2.0751612,1.7886636,,,,2,10,2,2,1945,,66,,,213,1,,4190,1,30,,,7,,,,3,2,2,2,4,2,2,5,3,1,2,2,3,1,1,3,4,4,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",585,"ES",0.9674352,1.1255925,2.0751612,2.3357859,,,,2,8,2,1,1993,,18,,,313,6,,66666,2,666,,,15,,,,2,4,1,2,5,5,5,2,5,2,2,5,2,2,2,2,5,2,5,4,4,,
"ESS5e03_5",5,"3.5","23.11.2023",586,"ES",0.961765,0.85720545,2.0751612,1.7788395,,,,2,9,4,2,1942,,69,,,113,6,,66666,2,666,,,2,,,,5,1,2,5,5,3,1,5,1,4,2,3,6,3,1,2,5,5,2,5,3,,
"ESS5e03_5",5,"3.5","23.11.2023",587,"ES",1.0346478,1.1607603,2.0751612,2.4087648,,,,2,7,1,2,1985,,26,,,213,1,,4121,6,70,,,9,,,,2,1,2,4,4,3,2,2,2,1,1,3,3,1,2,1,3,4,3,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",589,"ES",0.86163783,1.1130483,2.0751612,2.3097546,,,,1,8,2,1,1977,,34,,,720,1,,2131,6,40,,,24,,,,4,2,3,3,4,3,4,4,3,2,2,3,3,2,3,3,3,4,2,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",590,"ES",0.88177884,1.204003,2.0751612,2.4985003,,,,2,7,2,1,1987,,24,,,213,1,,9132,1,40,,,9,,,,3,4,1,4,1,1,3,2,2,2,3,4,3,2,1,1,2,3,4,2,5,,
"ESS5e03_5",5,"3.5","23.11.2023",591,"ES",0.85763097,0.8571306,2.0751612,1.7786841,,,,2,7,2,2,1973,,38,,,113,1,,5220,1,40,,,4,,,,2,3,3,3,5,4,2,5,5,1,2,3,4,1,1,3,4,4,2,5,2,,
"ESS5e03_5",5,"3.5","23.11.2023",592,"ES",1.1526376,0.58233535,2.0751612,1.2084397,,,,1,6,3,1,1944,,67,,,620,1,,4121,1,52,,,23,,,,2,1,1,4,6,5,3,2,3,2,1,3,3,1,1,2,2,3,3,2,1,,
"ESS5e03_5",5,"3.5","23.11.2023",593,"ES",0.7719238,0.68814677,2.0751612,1.4280155,,,,2,7,3,2,1959,,52,,,113,6,,66666,2,666,,,2,,,,3,2,2,4,4,2,4,3,2,2,1,4,4,2,2,2,5,5,3,5,1,,
"ESS5e03_5",5,"3.5","23.11.2023",596,"ES",1.0941298,1.3269279,2.0751612,2.7535894,,,,1,9,2,1,1990,,21,,,313,6,,66666,2,666,,,15,,,,2,2,2,2,4,3,5,2,3,2,2,4,2,2,2,2,5,4,3,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",599,"ES",0.87583435,0.99488187,2.0751612,2.0645404,,,,3,9,2,2,7777,,999,,,213,1,,9132,6,777,,,7,,,,2,2,3,3,5,2,1,5,3,2,1,4,3,2,1,2,5,5,7,5,2,,
"ESS5e03_5",5,"3.5","23.11.2023",600,"ES",0.96382207,0.791136,2.0751612,1.6417348,,,,3,8,4,1,1957,,54,,,213,2,,1319,6,55,,,8,,,,3,1,3,4,5,1,1,6,1,1,1,2,3,1,1,1,3,4,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",601,"ES",1.0106655,0.95882237,2.0751612,1.989711,,,,2,6,2,1,1978,,33,,,113,1,,7231,6,40,,,3,,,,3,4,2,1,1,3,4,2,4,4,2,4,2,4,2,5,3,1,1,2,4,,
"ESS5e03_5",5,"3.5","23.11.2023",603,"ES",1.09654,1.0964972,2.0751612,2.2754085,,,,4,8,3,2,7777,,999,,,7777,6,,66666,7,666,,,7777,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
"ESS5e03_5",5,"3.5","23.11.2023",604,"ES",1.3429407,1.2602485,2.0751612,2.6152189,,,,1,10,2,2,1988,,23,,,421,1,,5111,1,30,,,19,,,,3,2,2,2,1,1,3,3,2,2,2,1,1,1,1,2,3,2,2,2,2,,
"ESS5e03_5",5,"3.5","23.11.2023",605,"ES",1.048415,1.5251034,2.0751612,3.1648355,,,,2,10,2,1,1985,,26,,,213,1,,7122,6,40,,,9,,,,3,2,1,1,1,1,1,1,2,4,1,2,1,1,1,2,5,4,1,1,2,,
"ESS5e03_5",5,"3.5","23.11.2023",606,"ES",0.84134513,0.63435054,2.0751612,1.3163797,,,,2,5,4,2,1957,,54,,,0,2,,5220,1,50,,,1,,,,5,2,4,5,4,1,2,6,1,4,1,1,5,1,1,1,4,4,1,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",608,"ES",0.8670577,0.9818512,2.0751612,2.0374997,,,,2,8,4,2,1930,,81,,,113,6,,66666,2,666,,,2,,,,4,2,1,1,4,1,1,5,4,4,2,4,5,1,1,5,4,2,1,1,4,,
"ESS5e03_5",5,"3.5","23.11.2023",609,"ES",0.92699814,0.7371246,2.0751612,1.5296525,,,,3,6,3,1,1948,,63,,,620,1,,4121,6,35,,,23,,,,6,1,1,5,6,1,1,6,1,6,1,2,5,1,1,1,5,6,5,6,1,,
"ESS5e03_5",5,"3.5","23.11.2023",610,"ES",1.0189136,0.908931,2.0751612,1.8861784,,,,1,9,3,1,1951,,60,,,222,1,,5162,6,35,,,12,,,,3,2,2,2,5,2,2,5,1,2,1,2,2,2,1,1,2,2,3,2,1,,
"ESS5e03_5",5,"3.5","23.11.2023",611,"ES",1.0100436,1.0498542,2.0751612,2.1786165,,,,2,7,2,1,1961,,50,,,113,1,,7141,6,50,,,4,,,,5,1,2,3,5,2,4,3,2,4,2,2,2,2,1,2,3,5,1,5,3,,
"ESS5e03_5",5,"3.5","23.11.2023",613,"ES",0.997569,0.93432045,2.0751612,1.9388655,,,,2,6,3,2,1946,,65,,,113,1,,9211,1,30,,,2,,,,4,1,3,4,5,1,1,5,2,3,1,3,4,1,2,1,5,3,3,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",615,"ES",0.88586414,1.3017051,2.0751612,2.701248,,,,2,6,2,2,1966,,45,,,720,1,,2320,6,45,,,24,,,,4,3,2,5,6,3,3,5,2,3,2,5,4,2,1,3,3,4,2,3,2,,
"ESS5e03_5",5,"3.5","23.11.2023",616,"ES",1.067846,1.3039662,2.0751612,2.70594,,,,1,6,3,1,1962,,49,,,313,1,,9212,6,35,,,14,,,,3,1,1,3,4,3,1,5,2,3,1,2,3,3,1,1,5,3,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",617,"ES",0.7230983,0.72406214,2.0751612,1.5025457,,,,3,10,2,2,1964,,47,,,113,1,,9132,6,25,,,2,,,,4,2,4,2,4,3,2,4,3,2,2,2,2,2,2,3,3,3,2,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",618,"ES",0.8537857,0.99437124,2.0751612,2.0634806,,,,2,7,3,2,1986,,25,,,720,1,,2419,1,12,,,24,,,,1,1,1,1,6,3,6,2,4,2,1,6,3,2,1,1,6,5,4,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",619,"ES",0.8849654,0.902778,2.0751612,1.87341,,,,1,7,4,1,1980,,31,,,520,2,,3131,6,50,,,20,,,,2,3,2,2,5,3,5,3,3,3,2,4,2,2,2,2,3,4,3,3,3,,
"ESS5e03_5",5,"3.5","23.11.2023",620,"ES",0.67202115,0.38088584,2.0751612,0.79039955,,,,1,10,3,1,1935,,76,,,113,1,,5220,1,40,,,2,,,,4,1,2,3,6,2,1,6,1,1,1,2,5,1,1,1,6,5,1,6,1,,
"ESS5e03_5",5,"3.5","23.11.2023",621,"ES",0.8779932,1.1102904,2.0751612,2.3040316,,,,3,9,1,2,1987,,24,,,720,1,,4122,6,40,,,24,,,,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,3,3,2,1,2,2,,
"ESS5e03_5",5,"3.5","23.11.2023",622,"ES",0.8537857,1.0599691,2.0751612,2.1996067,,,,3,8,4,2,1932,,79,,,113,6,,66666,2,666,,,2,,,,5,2,3,5,4,1,1,5,2,4,3,2,4,2,1,3,3,5,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",623,"ES",0.90432674,0.78929055,2.0751612,1.6379051,,,,2,8,2,1,1976,,35,,,620,1,,4121,6,35,,,23,,,,3,1,3,3,3,2,3,4,2,3,2,4,4,2,2,2,3,3,2,2,2,,
"ESS5e03_5",5,"3.5","23.11.2023",624,"ES",1.0172478,0.7895531,2.0751612,1.63845,,,,2,8,2,2,1991,,20,,,313,6,,66666,2,666,,,15,,,,2,1,1,4,5,2,2,3,2,2,1,2,3,1,2,2,5,5,2,4,2,,
"ESS5e03_5",5,"3.5","23.11.2023",625,"ES",1.0110832,0.90986323,2.0751612,1.8881129,,,,1,6,2,2,1948,,63,,,620,1,,2331,1,30,,,22,,,,3,2,2,4,5,2,2,5,3,1,1,2,4,1,1,2,4,3,2,3,1,,
"ESS5e03_5",5,"3.5","23.11.2023",626,"ES",1.0441294,1.1949605,2.0751612,2.4797356,,,,1,9,1,1,1951,,60,,,720,1,,4122,6,40,,,24,,,,5,2,1,3,3,3,3,6,2,3,3,8,2,1,2,4,3,2,2,2,4,,
"ESS5e03_5",5,"3.5","23.11.2023",627,"ES",1.2752365,1.3754002,2.0751612,2.8541772,,,,2,7,3,1,1945,,66,,,0,1,,9313,1,45,,,1,,,,2,4,3,3,4,4,2,4,2,2,3,3,2,2,2,4,4,2,1,4,1,,
"ESS5e03_5",5,"3.5","23.11.2023",628,"ES",1.2668161,0.9704931,2.0751612,2.0139296,,,,2,7,1,2,1951,,60,,,421,1,,4121,6,45,,,18,,,,5,1,2,5,5,2,3,5,2,1,1,5,5,1,1,2,4,2,2,2,1,,
"ESS5e03_5",5,"3.5","23.11.2023",629,"ES",0.8729994,0.9852548,2.0751612,2.0445626,,,,2,6,1,1,1975,,36,,,213,1,,9132,1,45,,,7,,,,5,4,4,4,2,2,2,5,2,5,2,2,4,3,2,2,4,4,4,4,2,,
